3520000 	 6498 , 7105 , 23409 , 10702 , 24669 , 9563 
5735000 	 12168 , 8566 , 19893 , 16975 , 23487 
12028500 	 11679 , 28059 , 15368 , 14533 , 11684 , 24849 , 13390 
9244000 	 9972 , 16836 , 22094 , 22853 , 9806 , 5943 , 14642 , 7868 
1338750 	 12586 
341000 	 17958 , 9290 , 15019 , 20827 
11612500 	 18075 
10297000 	 18075 
5999000 	 26523 , 14265 
2852250 	 4647 
7687500 	 14603 , 3068 , 16453 , 28463 , 16845 , 619 , 1916 , 24013 , 12182 , 13853 , 7868 , 12364 , 14498 , 18730 
9069000 	 28017 
5220750 	 8689 
232000 	 16311 , 17823 , 16653 , 7868 , 21865 
3148500 	 12795 , 28561 , 18292 , 20655 , 8565 , 18078 , 1962 , 11465 , 16217 , 28270 
3675000 	 9563 , 16722 
10966250 	 251 , 8689 , 4949 , 17087 , 14482 , 29224 
528250 	 1916 , 155 , 2963 , 8693 , 21146 
10264750 	 29203 
9179500 	 12220 , 11196 
10944750 	 13450 , 155 
11701500 	 14020 , 1440 , 11679 , 6199 , 13888 , 4515 , 26679 , 24013 
9706000 	 28653 , 18508 , 6740 , 17661 , 5470 , 13888 , 4088 , 11602 , 19026 , 13551 , 12168 , 6364 , 849 , 23340 
5254500 	 9317 , 20827 , 3935 , 23853 , 3590 , 21672 , 15478 , 25488 , 24601 , 22043 , 3313 
10309250 	 6498 , 18996 , 14942 , 5043 
5968250 	 1756 , 16406 
11494250 	 8676 , 11196 
4115500 	 26619 
10628500 	 11263 , 3273 , 9290 , 6868 , 12013 , 7045 , 27117 , 18075 , 7037 , 20751 , 28641 , 22313 , 24944 , 19632 , 24869 , 3324 , 13784 , 4807 , 26619 
3644250 	 8257 , 15678 , 18843 , 16406 , 7230 
190500 	 20751 
4631250 	 23370 
1561250 	 25098 , 12352 
563500 	 120 , 26307 , 28468 , 289 , 12016 , 20661 , 24865 , 4418 , 17114 , 10778 , 23928 
10234000 	 24013 , 19402 , 9111 , 25570 , 25086 , 3719 , 28975 , 15019 , 28653 
10212500 	 24081 
11440500 	 14261 
4895250 	 12068 , 16624 , 21067 , 23779 , 19166 
981000 	 26608 , 14261 , 21146 , 16140 , 12394 , 28270 , 12737 , 11176 , 14153 
9039750 	 2257 , 9563 , 3627 , 11983 , 4709 , 24978 , 2513 , 16540 , 14580 , 14533 , 6199 , 27448 , 14360 , 11645 
6266000 	 23774 
4193750 	 23779 , 21657 
1047000 	 21110 
5959000 	 13688 , 23793 , 10560 , 21426 , 27 , 17581 , 14153 
2428500 	 13216 , 3755 , 17153 
2187500 	 23628 , 29203 
3031750 	 14261 , 23475 , 18388 , 16110 , 16406 , 26288 
10696000 	 16276 , 2260 , 14887 , 14153 
6233750 	 146 , 15138 , 10678 , 4220 , 10948 , 18180 , 10014 , 21146 , 26619 
5082500 	 14020 , 10810 , 5416 
1782250 	 155 , 24460 , 5845 
861250 	 21110 
10521000 	 7868 , 4351 , 13865 
4304250 	 19007 , 26860 , 14261 , 15019 , 3755 , 27426 , 679 , 14902 , 24929 
4907500 	 8775 
12275500 	 18196 , 9563 
9973000 	 25260 , 6828 
4447000 	 14482 , 4515 
3581250 	 16540 , 12865 , 15383 , 504 , 23071 , 28206 , 28411 
11947000 	 11776 , 28967 , 11080 
7715000 	 3935 , 11790 
2331750 	 28653 , 7179 , 27179 , 19539 
11772000 	 15761 , 13779 , 39 , 24898 , 17393 , 24015 , 3697 , 13464 
11158000 	 21930 , 9563 , 239 , 6738 , 25169 , 21657 , 5043 
8230750 	 4949 
7002750 	 7868 , 599 
3549000 	 27407 , 27520 , 5184 
2704750 	 20182 , 13592 
9842500 	 11176 , 11605 , 4499 , 4125 , 6148 , 7868 , 2367 , 7380 , 4938 , 9486 , 22731 , 4949 , 10908 , 18805 , 25086 
3001000 	 14902 
6301250 	 19279 , 8637 , 8689 , 14942 
8910750 	 24503 , 10680 , 25295 , 10115 , 10948 , 11330 , 24929 , 5598 , 26614 
10972250 	 23779 
5139250 	 7408 
4054000 	 20121 , 11304 
282500 	 14020 , 1962 , 12055 , 2683 
4876750 	 20536 , 949 
1806750 	 26394 , 18558 , 23868 , 12271 , 6621 
9394250 	 29203 , 19014 , 17060 , 17087 , 15390 
11313000 	 6482 , 799 , 18168 , 3228 , 27092 , 11018 
4087750 	 21672 , 17676 , 27791 
11225500 	 15534 , 24869 
776750 	 18730 , 22043 , 14153 , 21146 , 2963 
448250 	 4647 
3211250 	 6199 , 11076 , 23662 , 16110 
2882750 	 11330 
11632250 	 25022 
8628250 	 17181 , 22547 , 28481 , 20979 , 15390 
11391250 	 27998 , 22244 , 28924 , 17417 , 28031 
7016500 	 27407 , 26546 
8617500 	 20367 , 5009 , 28270 , 26619 
3014750 	 18558 
10229250 	 14533 , 24541 , 23774 , 8689 , 24869 
4922750 	 21297 , 2000 , 18465 , 24323 , 15004 , 20798 , 5661 , 25830 , 13409 , 18024 
6150750 	 15584 , 2655 , 15831 , 17429 , 26523 
1622500 	 8148 
10054250 	 4667 , 19660 , 1079 
1074500 	 16602 , 12606 
